Timestamp,Human readable date,Data,Context
1582477506790,2020-02-23 14:05:06,0.0,"b'{""data"":""cd4c6043e4ec8240000000""}'"
1582477250603,2020-02-23 14:00:50,0.0,"b'{""data"":""0000000045bd8140020200""}'"
1582476635259,2020-02-23 13:50:35,0.0,"b'{""data"":""33b3614355f78240000000""}'"
1582475733750,2020-02-23 13:35:33,0.0,"b'{""data"":""00806143c3f78240000000""}'"
1582474829740,2020-02-23 13:20:29,0.0,"b'{""data"":""cdcc5f43a1f38240000000""}'"
1582473926373,2020-02-23 13:05:26,0.0,"b'{""data"":""33336143810b8340000000""}'"
1582473023181,2020-02-23 12:50:23,0.0,"b'{""data"":""66e65d4312098340000000""}'"
1582472123582,2020-02-23 12:35:23,0.0,"b'{""data"":""00805e43bceb8240000000""}'"
1582471220868,2020-02-23 12:20:20,0.0,"b'{""data"":""cdcc5f43adf48240000000""}'"
1582470317202,2020-02-23 12:05:17,0.0,"b'{""data"":""66e65d4324f18240000000""}'"
1582469414112,2020-02-23 11:50:14,0.0,"b'{""data"":""66e660433e0e8340000000""}'"
1582468512933,2020-02-23 11:35:12,0.0,"b'{""data"":""333360432afd8240000000""}'"
1582467608250,2020-02-23 11:20:08,0.0,"b'{""data"":""9a99614324d78240000000""}'"
1582466706279,2020-02-23 11:05:06,0.0,"b'{""data"":""00805e4334c58240000000""}'"
1582466449056,2020-02-23 11:00:49,0.0,"b'{""data"":""0000000049998140020200""}'"
1582465825326,2020-02-23 10:50:25,0.0,"b'{""data"":""9a995f4392f58240000000""}'"
1582464922328,2020-02-23 10:35:22,0.0,"b'{""data"":""66e65f430d008340000000""}'"
1582464021017,2020-02-23 10:20:21,0.0,"b'{""data"":""33336143d2eb8240000000""}'"
1582463117186,2020-02-23 10:05:17,0.0,"b'{""data"":""9a196243200b8340000000""}'"
1582462214283,2020-02-23 09:50:14,0.0,"b'{""data"":""00005f4308028340000000""}'"
1582461311259,2020-02-23 09:35:11,0.0,"b'{""data"":""33b36043f2f78240000000""}'"
1582460408291,2020-02-23 09:20:08,0.0,"b'{""data"":""cdcc60436b028340000000""}'"
1582459505958,2020-02-23 09:05:05,0.0,"b'{""data"":""6666624363a58240000000""}'"
1582459252951,2020-02-23 09:00:52,0.0,"b'{""data"":""00000000ee8e8140020200""}'"
1582458676085,2020-02-23 08:51:16,0.0,"b'{""data"":""66e6604388f28240000000""}'"
1582457773889,2020-02-23 08:36:13,0.0,"b'{""data"":""00806243d1eb8240000000""}'"
1582456871081,2020-02-23 08:21:11,0.0,"b'{""data"":""cdcc6343faf58240000000""}'"
1582455969041,2020-02-23 08:06:09,0.0,"b'{""data"":""9a19644394f98240000000""}'"
1582455066173,2020-02-23 07:51:06,0.0,"b'{""data"":""cd4c6543e5f28240000000""}'"
1582454164195,2020-02-23 07:36:04,0.0,"b'{""data"":""333364431cd58240000000""}'"
1582453262087,2020-02-23 07:21:02,0.0,"b'{""data"":""0000644363de8240000000""}'"
1582452359090,2020-02-23 07:05:59,0.0,"b'{""data"":""3333634378d38240000000""}'"
1582451456027,2020-02-23 06:50:56,0.0,"b'{""data"":""008063437ce88240000000""}'"
1582450553970,2020-02-23 06:35:53,0.0,"b'{""data"":""cd4c6343d2bd8240000000""}'"
1582449651255,2020-02-23 06:20:51,0.0,"b'{""data"":""008063435be08240000000""}'"
1582448748957,2020-02-23 06:05:48,0.0,"b'{""data"":""9a1967439dcf8240000000""}'"
1582447846066,2020-02-23 05:50:46,0.0,"b'{""data"":""9a996643cafb8240000000""}'"
1582446943191,2020-02-23 05:35:43,0.0,"b'{""data"":""cdcc66432ef88240000000""}'"
1582446040096,2020-02-23 05:20:40,0.0,"b'{""data"":""3333664325d78240000000""}'"
1582445137093,2020-02-23 05:05:37,0.0,"b'{""data"":""33336643ccdf8240000000""}'"
1582444235025,2020-02-23 04:50:35,0.0,"b'{""data"":""000066434af78240000000""}'"
1582443331936,2020-02-23 04:35:31,0.0,"b'{""data"":""33b3654392158340000000""}'"
1582442430162,2020-02-23 04:20:30,0.0,"b'{""data"":""9a1966439a0a8340000000""}'"
1582441527199,2020-02-23 04:05:27,0.0,"b'{""data"":""9a9965431c208340000000""}'"
1582440624964,2020-02-23 03:50:24,0.0,"b'{""data"":""33336543da088340000000""}'"
1582439722026,2020-02-23 03:35:22,0.0,"b'{""data"":""33b36543fb188340000000""}'"
1582438819215,2020-02-23 03:20:19,0.0,"b'{""data"":""cd4c6543c8f88240000000""}'"
1582437916970,2020-02-23 03:05:16,0.0,"b'{""data"":""cd4c6443e2f58240000000""}'"
1582437016534,2020-02-23 02:50:16,0.0,"b'{""data"":""3333644326698340000000""}'"
1582436112964,2020-02-23 02:35:12,0.0,"b'{""data"":""cdcc63435a148340000000""}'"
1582435209906,2020-02-23 02:20:09,0.0,"b'{""data"":""cd4c6343e20e8340000000""}'"
1582434307471,2020-02-23 02:05:07,0.0,"b'{""data"":""9a99634307bd8240000000""}'"
1582434053971,2020-02-23 02:00:53,0.0,"b'{""data"":""0000000018a28140020200""}'"
1582433465962,2020-02-23 01:51:05,0.0,"b'{""data"":""6666634386088340000000""}'"
1582432562977,2020-02-23 01:36:02,0.0,"b'{""data"":""9a996243c9f78240000000""}'"
1582431659839,2020-02-23 01:20:59,0.0,"b'{""data"":""000062436afb8240000000""}'"
1582430757906,2020-02-23 01:05:57,0.0,"b'{""data"":""00006043b0d68240000000""}'"
1582429854870,2020-02-23 00:50:54,0.0,"b'{""data"":""33336443fac38240000000""}'"
1582428951941,2020-02-23 00:35:51,0.0,"b'{""data"":""cdcc634350e08240000000""}'"
1582428048876,2020-02-23 00:20:48,0.0,"b'{""data"":""33b3624373f38240000000""}'"
1582427145954,2020-02-23 00:05:45,0.0,"b'{""data"":""66e6624336ea8240000000""}'"
1582426244779,2020-02-22 23:50:44,0.0,"b'{""data"":""cd4c62439df88240000000""}'"
1582425341106,2020-02-22 23:35:41,0.0,"b'{""data"":""cd4c61439cd88240000000""}'"
1582424437774,2020-02-22 23:20:37,0.0,"b'{""data"":""0000604378dc8240000000""}'"
1582423535974,2020-02-22 23:05:35,0.0,"b'{""data"":""cdcc5f4390ff8240000000""}'"
1582422632957,2020-02-22 22:50:32,0.0,"b'{""data"":""cdcc5f43e3e48240000000""}'"
1582421731166,2020-02-22 22:35:31,0.0,"b'{""data"":""cdcc5e4388f68240000000""}'"
1582420828930,2020-02-22 22:20:28,0.0,"b'{""data"":""66666043bbf88240000000""}'"
1582419926048,2020-02-22 22:05:26,0.0,"b'{""data"":""33335e43200b8340000000""}'"
1582419022993,2020-02-22 21:50:22,0.0,"b'{""data"":""9a995e437efb8240000000""}'"
1582418122619,2020-02-22 21:35:22,0.0,"b'{""data"":""9a195f4345e68240000000""}'"
1582417220054,2020-02-22 21:20:20,0.0,"b'{""data"":""00005f43fce38240000000""}'"
1582416315798,2020-02-22 21:05:15,0.0,"b'{""data"":""9a195f435ae48240000000""}'"
1582415413923,2020-02-22 20:50:13,0.0,"b'{""data"":""cdcc5f434ad08240000000""}'"
1582414510856,2020-02-22 20:35:10,0.0,"b'{""data"":""0000614370f98240000000""}'"
1582413608832,2020-02-22 20:20:08,0.0,"b'{""data"":""9a996243c6fd8240000000""}'"
1582412706009,2020-02-22 20:05:06,0.0,"b'{""data"":""9a1963436ada8140000000""}'"
1582412446875,2020-02-22 20:00:46,0.0,"b'{""data"":""00000000a4d68140020200""}'"
1582411880748,2020-02-22 19:51:20,0.0,"b'{""data"":""333362430a208340000000""}'"
1582410979124,2020-02-22 19:36:19,0.0,"b'{""data"":""00806243c3f28240000000""}'"
1582410074880,2020-02-22 19:21:14,0.0,"b'{""data"":""00806343380b8340000000""}'"
1582409174347,2020-02-22 19:06:14,0.0,"b'{""data"":""6666624320b28240000000""}'"
1582408269955,2020-02-22 18:51:09,0.0,"b'{""data"":""6666624382d88240000000""}'"
1582407367077,2020-02-22 18:36:07,0.0,"b'{""data"":""9a19624315de8240000000""}'"
1582406464048,2020-02-22 18:21:04,0.0,"b'{""data"":""33b3614376038340000000""}'"
1582405561530,2020-02-22 18:06:01,0.0,"b'{""data"":""000061438af88240000000""}'"
1582404657753,2020-02-22 17:50:57,0.0,"b'{""data"":""66e65e433bf28240000000""}'"
1582403755537,2020-02-22 17:35:55,0.0,"b'{""data"":""9a195f4349388340000000""}'"
1582402852679,2020-02-22 17:20:52,0.0,"b'{""data"":""33b35f43b5eb8240000000""}'"
1582401950692,2020-02-22 17:05:50,0.0,"b'{""data"":""cd4c5d435ee58240000000""}'"
1582401048466,2020-02-22 16:50:48,0.0,"b'{""data"":""9a995f43cae48240000000""}'"
1582400146515,2020-02-22 16:35:46,0.0,"b'{""data"":""3333614356018340000000""}'"
1582399242576,2020-02-22 16:20:42,0.0,"b'{""data"":""00806043fb038340000000""}'"
1582398340510,2020-02-22 16:05:40,0.0,"b'{""data"":""cd4c604320d78240000000""}'"
1582397439891,2020-02-22 15:50:39,0.0,"b'{""data"":""66e65f4373048340000000""}'"
1582396535577,2020-02-22 15:35:35,0.0,"b'{""data"":""cd4c6043320b8340000000""}'"
1582395632648,2020-02-22 15:20:32,0.0,"b'{""data"":""cdcc5f43fe148340000000""}'"
1582394730421,2020-02-22 15:05:30,0.0,"b'{""data"":""66e65f43160f8340000000""}'"
1582393826443,2020-02-22 14:50:26,0.0,"b'{""data"":""66e65f43f4b98240000000""}'"
1582392924220,2020-02-22 14:35:24,0.0,"b'{""data"":""9a1960434bfb8240000000""}'"
1582392021446,2020-02-22 14:20:21,0.0,"b'{""data"":""66665f4382f28240000000""}'"
1582391118563,2020-02-22 14:05:18,0.0,"b'{""data"":""666660434ae28240000000""}'"
1582390215749,2020-02-22 13:50:15,0.0,"b'{""data"":""66e65f4338f28240000000""}'"
1582389314459,2020-02-22 13:35:14,0.0,"b'{""data"":""0000604360ee8240000000""}'"
1582388411726,2020-02-22 13:20:11,0.0,"b'{""data"":""9a996143ee058340000000""}'"
1582387509694,2020-02-22 13:05:09,0.0,"b'{""data"":""cdcc5f432ad78240000000""}'"
1582387252092,2020-02-22 13:00:52,0.0,"b'{""data"":""00000000bcb58140020200""}'"
1582386671756,2020-02-22 12:51:11,0.0,"b'{""data"":""9a996143a0f28240000000""}'"
1582385770375,2020-02-22 12:36:10,0.0,"b'{""data"":""9a195f43f8268340000000""}'"
1582383971141,2020-02-22 12:06:11,0.0,"b'{""data"":""cdcc5f4353e38240000000""}'"
1582383068669,2020-02-22 11:51:08,0.0,"b'{""data"":""cdcc5d43f2e78240000000""}'"
1582382164461,2020-02-22 11:36:04,0.0,"b'{""data"":""3333604336e68240000000""}'"
1582381257477,2020-02-22 11:20:57,0.0,"b'{""data"":""333361431fe58240000000""}'"
1582380354586,2020-02-22 11:05:54,0.0,"b'{""data"":""00805d4356088340000000""}'"
1582379451538,2020-02-22 10:50:51,0.0,"b'{""data"":""3333604338f98240000000""}'"
1582377647217,2020-02-22 10:20:47,0.0,"b'{""data"":""9a195d43a2058340000000""}'"
1582376743401,2020-02-22 10:05:43,0.0,"b'{""data"":""33b36043aaed8240000000""}'"
1582375841346,2020-02-22 09:50:41,0.0,"b'{""data"":""3333624330f68240000000""}'"
1582374939350,2020-02-22 09:35:39,0.0,"b'{""data"":""9a1963435e0c8340000000""}'"
1582374036344,2020-02-22 09:20:36,0.0,"b'{""data"":""33b36443a3fc8240000000""}'"
1582373133354,2020-02-22 09:05:33,0.0,"b'{""data"":""66666243c8ce8240000000""}'"
1582372231378,2020-02-22 08:50:31,0.0,"b'{""data"":""66e66243b2068340000000""}'"
1582371329269,2020-02-22 08:35:29,0.0,"b'{""data"":""66e66343ff028340000000""}'"
1582370427110,2020-02-22 08:20:27,0.0,"b'{""data"":""66666343e2fa8240000000""}'"
1582369523397,2020-02-22 08:05:23,0.0,"b'{""data"":""cd4c64431f228340000000""}'"
1582368621484,2020-02-22 07:50:21,0.0,"b'{""data"":""66e664439ef48240000000""}'"
1582367719359,2020-02-22 07:35:19,0.0,"b'{""data"":""cdcc63431efb8240000000""}'"
1582366816541,2020-02-22 07:20:16,0.0,"b'{""data"":""000064431ef88240000000""}'"
1582365913370,2020-02-22 07:05:13,0.0,"b'{""data"":""0000634338078340000000""}'"
1582365011291,2020-02-22 06:50:11,0.0,"b'{""data"":""cdcc634350ee8240000000""}'"
1582364110267,2020-02-22 06:35:10,0.0,"b'{""data"":""66e6634398f58240000000""}'"
1582363207478,2020-02-22 06:20:07,0.0,"b'{""data"":""9a19644365d78240000000""}'"
1582362306238,2020-02-22 06:05:06,0.0,"b'{""data"":""9a19644344c88240000000""}'"
1582362051425,2020-02-22 06:00:51,0.0,"b'{""data"":""000000005f928140020200""}'"
1582361426307,2020-02-22 05:50:26,0.0,"b'{""data"":""3333644368dd8240000000""}'"
1582360523750,2020-02-22 05:35:23,0.0,"b'{""data"":""3333644351098340000000""}'"
1582359621288,2020-02-22 05:20:21,0.0,"b'{""data"":""9a996343da088340000000""}'"
1582358717654,2020-02-22 05:05:17,0.0,"b'{""data"":""33b36343566a8340000000""}'"
1582357815462,2020-02-22 04:50:15,0.0,"b'{""data"":""cdcc634330f58240000000""}'"
1582356913229,2020-02-22 04:35:13,0.0,"b'{""data"":""33336343480e8340000000""}'"
1582356010317,2020-02-22 04:20:10,0.0,"b'{""data"":""9a19624396fc8240000000""}'"
1582355107531,2020-02-22 04:05:07,0.0,"b'{""data"":""0080624300d48240000000""}'"
1582354853403,2020-02-22 04:00:53,0.0,"b'{""data"":""0000000025a58140020200""}'"
1582354214291,2020-02-22 03:50:14,0.0,"b'{""data"":""33336243cdf38240000000""}'"
1582353311355,2020-02-22 03:35:11,0.0,"b'{""data"":""000062430dff8240000000""}'"
1582352409186,2020-02-22 03:20:09,0.0,"b'{""data"":""9a9961432a1a8340000000""}'"
1582351505933,2020-02-22 03:05:05,0.0,"b'{""data"":""3333634376c98240000000""}'"
1582351250528,2020-02-22 03:00:50,0.0,"b'{""data"":""00000000bfa98140020200""}'"
1582350685248,2020-02-22 02:51:25,0.0,"b'{""data"":""9a996243ba008340000000""}'"
1582349783111,2020-02-22 02:36:23,0.0,"b'{""data"":""cdcc61436bff8240000000""}'"
1582348881172,2020-02-22 02:21:21,0.0,"b'{""data"":""cdcc6143f0158340000000""}'"
1582347979947,2020-02-22 02:06:19,0.0,"b'{""data"":""cdcc6043de398340000000""}'"
1582347076160,2020-02-22 01:51:16,0.0,"b'{""data"":""cd4c604328fd8240000000""}'"
1582346173307,2020-02-22 01:36:13,0.0,"b'{""data"":""66e65f437ef18240000000""}'"
1582345270182,2020-02-22 01:21:10,0.0,"b'{""data"":""66e6624334fb8240000000""}'"
1582344367277,2020-02-22 01:06:07,0.0,"b'{""data"":""3333624314e28240000000""}'"
1582343464182,2020-02-22 00:51:04,0.0,"b'{""data"":""cd4c6443b7dd8240000000""}'"
1582342563026,2020-02-22 00:36:03,0.0,"b'{""data"":""000063438cef8240000000""}'"
1582341659122,2020-02-22 00:20:59,0.0,"b'{""data"":""cd4c6243deeb8240000000""}'"
1582340757023,2020-02-22 00:05:57,0.0,"b'{""data"":""cdcc62438ef98240000000""}'"
1582339854121,2020-02-21 23:50:54,0.0,"b'{""data"":""33b362433cf48240000000""}'"
1582338951976,2020-02-21 23:35:51,0.0,"b'{""data"":""000063435cac8240000000""}'"
1582338048935,2020-02-21 23:20:48,0.0,"b'{""data"":""008061433af18240000000""}'"
1582337147062,2020-02-21 23:05:47,0.0,"b'{""data"":""9a1961430ae28240000000""}'"
1582336245172,2020-02-21 22:50:45,0.0,"b'{""data"":""cdcc6043ca0c8340000000""}'"
1582335342794,2020-02-21 22:35:42,0.0,"b'{""data"":""9a196043e6f88240000000""}'"
1582334439028,2020-02-21 22:20:39,0.0,"b'{""data"":""cdcc5f436f188340000000""}'"
1582333537071,2020-02-21 22:05:37,0.0,"b'{""data"":""66665e43bf178340000000""}'"
1582332634446,2020-02-21 21:50:34,0.0,"b'{""data"":""9a995e43fce68240000000""}'"
1582331732920,2020-02-21 21:35:32,0.0,"b'{""data"":""66665e4358128340000000""}'"
1582330829175,2020-02-21 21:20:29,0.0,"b'{""data"":""00005e434fe58240000000""}'"
1582329929824,2020-02-21 21:05:29,0.0,"b'{""data"":""9a995c4318eb8240000000""}'"
1582329024103,2020-02-21 20:50:24,0.0,"b'{""data"":""cdcc5d43d4de8240000000""}'"
1582328121097,2020-02-21 20:35:21,0.0,"b'{""data"":""9a995f43fadf8240000000""}'"
1582327220800,2020-02-21 20:20:20,0.0,"b'{""data"":""666661432ae88240000000""}'"
1582326316285,2020-02-21 20:05:16,0.0,"b'{""data"":""66e66243eede8240000000""}'"
1582325412034,2020-02-21 19:50:12,0.0,"b'{""data"":""6666644302298340000000""}'"
1582324511226,2020-02-21 19:35:11,0.0,"b'{""data"":""9a99614320dd8240000000""}'"
1582323607839,2020-02-21 19:20:07,0.0,"b'{""data"":""6666634346f78240000000""}'"
1582322705332,2020-02-21 19:05:05,0.0,"b'{""data"":""33336243ccf28140000000""}'"
1582322447839,2020-02-21 19:00:47,0.0,"b'{""data"":""0000000072c68140020200""}'"
1582321879869,2020-02-21 18:51:19,0.0,"b'{""data"":""9a996243b7f98240000000""}'"
1582320975812,2020-02-21 18:36:15,0.0,"b'{""data"":""cdcc6143e0ef8240000000""}'"
1582320073825,2020-02-21 18:21:13,0.0,"b'{""data"":""008063435e2a8340000000""}'"
1582319172796,2020-02-21 18:06:12,0.0,"b'{""data"":""66e66343ba0d8340000000""}'"
1582318268027,2020-02-21 17:51:08,0.0,"b'{""data"":""9a196443c0008340000000""}'"
1582317366696,2020-02-21 17:36:06,0.0,"b'{""data"":""cdcc62436cf88240000000""}'"
1582316463671,2020-02-21 17:21:03,0.0,"b'{""data"":""6666644368148340000000""}'"
1582315561800,2020-02-21 17:06:01,0.0,"b'{""data"":""cdcc644338e98240000000""}'"
1582313753930,2020-02-21 16:35:53,0.0,"b'{""data"":""00006243feef8240000000""}'"
1582312851818,2020-02-21 16:20:51,0.0,"b'{""data"":""33336343fa108340000000""}'"
1582311950170,2020-02-21 16:05:50,0.0,"b'{""data"":""33336443aae48240000000""}'"
1582311046948,2020-02-21 15:50:46,0.0,"b'{""data"":""33b3624385e78240000000""}'"
1582310145693,2020-02-21 15:35:45,0.0,"b'{""data"":""cd4c6243cef28240000000""}'"
1582309243103,2020-02-21 15:20:43,0.0,"b'{""data"":""00006043880a8340000000""}'"
1582308339144,2020-02-21 15:05:39,0.0,"b'{""data"":""66665f4344f68240000000""}'"
1582307437117,2020-02-21 14:50:37,0.0,"b'{""data"":""9a196043a8f68240000000""}'"
1582306534573,2020-02-21 14:35:34,0.0,"b'{""data"":""00005e4385ee8240000000""}'"
1582305630876,2020-02-21 14:20:30,0.0,"b'{""data"":""cd4c5d4350188340000000""}'"
1582304729539,2020-02-21 14:05:29,0.0,"b'{""data"":""33b35d43641a8340000000""}'"
1582303826746,2020-02-21 13:50:26,0.0,"b'{""data"":""00805a4337018340000000""}'"
1582302922725,2020-02-21 13:35:22,0.0,"b'{""data"":""9a195b439a108340000000""}'"
1582302020666,2020-02-21 13:20:20,0.0,"b'{""data"":""00005d431ce68240000000""}'"
1582301117906,2020-02-21 13:05:17,0.0,"b'{""data"":""00805c4300068340000000""}'"
1582300215682,2020-02-21 12:50:15,0.0,"b'{""data"":""cdcc5e435bf48240000000""}'"
1582299311655,2020-02-21 12:35:11,0.0,"b'{""data"":""cdcc5f4343de8240000000""}'"
1582298408676,2020-02-21 12:20:08,0.0,"b'{""data"":""008060432efc8240000000""}'"
1582297510795,2020-02-21 12:05:10,0.0,"b'{""data"":""33335f43ea418140000000""}'"
1582297257560,2020-02-21 12:00:57,0.0,"b'{""data"":""000000008fb28140020200""}'"
1582295742670,2020-02-21 11:35:42,0.0,"b'{""data"":""66666143c61e8340000000""}'"
1582294839733,2020-02-21 11:20:39,0.0,"b'{""data"":""9a195f43c6f18240000000""}'"
1582293939135,2020-02-21 11:05:39,0.0,"b'{""data"":""cd4c5f43b4ee8240000000""}'"
1582293033702,2020-02-21 10:50:33,0.0,"b'{""data"":""9a195f434a168340000000""}'"
1582292131787,2020-02-21 10:35:31,0.0,"b'{""data"":""cdcc5f437ed28240000000""}'"
1582291228966,2020-02-21 10:20:28,0.0,"b'{""data"":""cd4c604338fc8240000000""}'"
1582290396656,2020-02-21 10:06:36,0.0,"b'{""data"":""33336143e4208340000000""}'"
1582289424582,2020-02-21 09:50:24,0.0,"b'{""data"":""9a19614340f38240000000""}'"
1582288522833,2020-02-21 09:35:22,0.0,"b'{""data"":""00006243e20d8340000000""}'"
1582287620427,2020-02-21 09:20:20,0.0,"b'{""data"":""66666043950e8340000000""}'"
1582286716695,2020-02-21 09:05:16,0.0,"b'{""data"":""cd4c5f43dc138340000000""}'"
1582285813739,2020-02-21 08:50:13,0.0,"b'{""data"":""9a19614394ff8240000000""}'"
1582284911679,2020-02-21 08:35:11,0.0,"b'{""data"":""9a19614350d58240000000""}'"
1582284008736,2020-02-21 08:20:08,0.0,"b'{""data"":""33b3614300098340000000""}'"
1582283105845,2020-02-21 08:05:05,0.0,"b'{""data"":""9a996043bed48240000000""}'"
1582282850950,2020-02-21 08:00:50,0.0,"b'{""data"":""00000000745b8140020200""}'"
1582282214763,2020-02-21 07:50:14,0.0,"b'{""data"":""cdcc6143903b8340000000""}'"
1582281311711,2020-02-21 07:35:11,0.0,"b'{""data"":""cdcc61434ae58240000000""}'"
